experiment,dataset,geometry,h,s,s_tuple,method,sel_train_acc,final_train_acc,final_train_sd,final_test_acc,final_test_sd,paired_dtrain,paired_dtrain_se,paired_dtest,paired_dtest_se,train_loss_U,projection_rate,n_nonfinite
magic_ball,magic,ball,1e-06,"(0.05,0.05,0.05)","[0.05, 0.05, 0.05]",non-reversible,0.7755419558359621,0.7764852786540485,0.004481807673390989,0.7716614090431125,0.005424214059401509,-1.1777076761338989e-05,2.577358353859472e-05,2.103049421661396e-05,9.346156064474798e-05,7714.357477797845,0.0008,0
magic_ball,magic,ball,1e-06,"(0.1,0.1,0.1)","[0.1, 0.1, 0.1]",non-reversible,0.7755207150368034,0.7764616193480546,0.004415336027621652,0.7718086225026287,0.005228780858163592,-3.301787592012051e-05,5.646625688845724e-05,0.00016824395373291168,0.00014938807445584264,7714.502050763618,0.00084,0
magic_ball,magic,ball,1e-06,"(0.25,0.25,0.25)","[0.25, 0.25, 0.25]",non-reversible,0.7755259726603576,0.7764984227129337,0.004355756813613212,0.7721451104100946,0.005076103259709288,-2.7760252365935934e-05,0.00012653882085884562,0.0005047318611987351,0.00029699756556253443,7714.716192502546,0.00088,0
magic_ball,magic,ball,1e-06,"(0.5,0.5,0.5)","[0.5, 0.5, 0.5]",non-reversible,0.7756845425867509,0.7768454258675079,0.004164091653352087,0.7719768664563617,0.004916885396801078,0.00013080967402728571,0.00022064592417720438,0.0003364879074658278,0.0005260952328626128,7714.492671245809,0.00092,0
magic_ball,magic,ball,1e-06,"(1,1,1)","[1.0, 1.0, 1.0]",non-reversible,0.7761074658254469,0.7770162986330179,0.0040295759568049205,0.7725867507886436,0.0047892737368670415,0.000553732912723417,0.00047638382565136985,0.0009463722397476415,0.0007573533275966303,7714.213390365401,0.001,0
magic_ball,magic,ball,1e-06,"(2,2,2)","[2.0, 2.0, 2.0]",non-reversible,0.7761150368033648,0.777326498422713,0.0040170549975968705,0.7730704521556255,0.004628674939887162,0.0005613038906414091,0.0006324836662014753,0.0014300736067297537,0.0009136876449896631,7716.959965062577,0.0012,0
magic_ball,magic,ball,1e-06,"(3,3,3)","[3.0, 3.0, 3.0]",non-reversible,0.776602523659306,0.7776445846477391,0.0044203058341393065,0.7737749737118823,0.006193572041263786,0.0010487907465825063,0.0007505961289565036,0.0021345951629863393,0.001149417199482794,7719.295083190561,0.001,0
magic_ball,magic,ball,1e-06,"(5,5,5)","[5.0, 5.0, 5.0]",non-reversible,0.7765818086225026,0.7767639327024186,0.00534555182291882,0.7727129337539432,0.006683681781901757,0.0010280757097791459,0.0006874431750511409,0.0010725552050473252,0.0011436509602435877,7722.265809549717,0.0004,0
magic_ball,magic,ball,1e-06,"(7,7,7)","[7.0, 7.0, 7.0]",non-reversible,0.7755566771819137,0.7763328075709779,0.005565850661535045,0.7727865404837013,0.006334981869256053,2.9442691902703545e-06,0.0008576252602794599,0.001146161934805474,0.0012215614355865201,7730.090120745528,0.00236,0
magic_ball,magic,ball,1e-06,"(10,10,10)","[10.0, 10.0, 10.0]",non-reversible,0.7705355415352261,0.7730415352260778,0.00822309454108931,0.769558359621451,0.008756679490967924,-0.005018191377497394,0.0012539085238509862,-0.0020820189274448,0.0017067663796154348,7771.049488968443,0.00548,0
magic_ball,magic,ball,1e-06,"(2,7,2)","[2.0, 7.0, 2.0]",non-reversible,0.7764689800210305,0.7775762355415352,0.004216184400943526,0.7731019978969507,0.005015636927470469,0.0009152471083070379,0.0006165370831947841,0.001461619348054679,0.0008527891336356432,7710.615710745854,0.0004,0
magic_ball,magic,ball,1e-06,"(1,0.25,1)","[1.0, 0.25, 1.0]",non-reversible,0.7759637223974764,0.7768638275499475,0.0041856948879707674,0.7722187171398528,0.005285001448340699,0.00040998948475281074,0.00036735963266638384,0.0005783385909568928,0.0006135145833934196,7713.771801202698,0.00088,0
