experiment,eta,s,rev_train,nrev_train,rev_test,nrev_test,rev_U,nrev_U,proj_nrev,d_train,se_train,t_train,win_train,d_test,se_test,t_test,win_test
titanic_ball,0.0001,1.0,0.8001755617977528,0.7997542134831461,0.8062849162011172,0.8067039106145252,383.4285169269257,383.4392273268857,0.28545,-0.00042134831460673985,0.000935699153940132,-0.4503031907557956,0.425,0.0004189944134078194,0.0014057503134515604,0.2980574924284071,0.25
titanic_ball,0.0001,2.0,0.8001755617977528,0.7995084269662922,0.8062849162011172,0.8058659217877097,383.4285169269257,383.5700306433903,0.28658333333333336,-0.000667134831460675,0.0013456292696018297,-0.49577907268476673,0.475,-0.0004189944134078277,0.0016298319415731818,-0.25707829299467333,0.4
titanic_ball,0.0001,5.0,0.8001755617977528,0.7970505617977528,0.8062849162011172,0.8060055865921788,383.4285169269257,383.85351562538597,0.2891666666666667,-0.0031250000000000028,0.002263834476581918,-1.3804012759441349,0.375,-0.0002793296089385583,0.003020087083687914,-0.09249058096611605,0.5
titanic_ball,3e-05,0.0,0.7975772471910112,0.7975772471910112,0.806145251396648,0.806145251396648,383.9482667395532,383.9482667395532,0.10458333333333333,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_ball,3e-05,0.25,0.7975772471910112,0.7978230337078651,0.806145251396648,0.806145251396648,383.9482667395532,383.9443612947799,0.10536666666666666,0.00024578651685392696,0.00037594996303151937,0.6537745472083486,0.425,0.0,0.0008247534261844858,0.0,0.275
titanic_ball,3e-05,1.0,0.7975772471910112,0.7991573033707866,0.806145251396648,0.8078212290502794,383.9482667395532,383.69682389934275,0.11076666666666667,0.0015800561797752826,0.001071742107041329,1.4742876755465126,0.525,0.0016759776536312914,0.0020418955711489083,0.8207949893775778,0.35
titanic_ball,3e-05,2.0,0.7975772471910112,0.8000351123595506,0.806145251396648,0.8079608938547487,383.9482667395532,383.55041536716055,0.11325,0.0024578651685393305,0.0015837032559480437,1.551973300116752,0.55,0.0018156424581005665,0.002738230327790053,0.6630714880606554,0.425
titanic_ball,3e-05,5.0,0.7975772471910112,0.7999297752808988,0.806145251396648,0.8065642458100559,383.9482667395532,383.7366585436941,0.11458333333333333,0.00235252808988764,0.0019718068810132463,1.1930824020041728,0.6,0.0004189944134078305,0.0027745214918285205,0.15101501813622514,0.475
titanic_ball,1e-05,0.0,0.7649227528089888,0.7649227528089888,0.7731843575418994,0.7731843575418994,400.4084321783811,400.4084321783811,0.00745,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_ball,1e-05,0.25,0.7649227528089888,0.7649929775280899,0.7731843575418994,0.771508379888268,400.4084321783811,400.1900204345419,0.007566666666666667,7.022471910111683e-05,0.0010082279239465109,0.069651630780306,0.45,-0.0016759776536312888,0.0016878726052606142,-0.9929526958419419,0.325
titanic_ball,1e-05,1.0,0.7649227528089888,0.7660463483146067,0.7731843575418994,0.7698324022346369,400.4084321783811,399.0110468114606,0.0068,0.001123595505617972,0.0027189546879431495,0.4132453955928026,0.475,-0.0033519553072625637,0.004185405554111152,-0.8008675058908152,0.5
titanic_ball,1e-05,2.0,0.7649227528089888,0.7691362359550562,0.7731843575418994,0.7743016759776535,400.4084321783811,397.5375291913145,0.0054,0.004213483146067407,0.003943116734882112,1.0685666769115774,0.6,0.0011173184357541998,0.005383056373151783,0.2075620908090192,0.475
titanic_ball,1e-05,5.0,0.7649227528089888,0.7769311797752809,0.7731843575418994,0.7914804469273744,400.4084321783811,395.0355370543519,0.005583333333333333,0.012008426966292129,0.00364202884610605,3.2971806302773206,0.7,0.01829608938547486,0.00562580245020649,3.25217416491461,0.65
titanic_ball,3e-06,0.0,0.6930126404494382,0.6930126404494382,0.7002793296089385,0.7002793296089385,444.16543171998984,444.16543171998984,0.0,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_ball,3e-06,0.25,0.6930126404494382,0.6936095505617977,0.7002793296089385,0.6997206703910615,444.16543171998984,444.13819785816213,0.0,0.0005969101123595472,0.0006819441517076393,0.8753064468180269,0.425,-0.000558659217877086,0.0012777025137360128,-0.437237316097596,0.3
titanic_ball,3e-06,1.0,0.6930126404494382,0.6954002808988764,0.7002793296089385,0.6995810055865921,444.16543171998984,443.8964219009498,0.0,0.0023876404494382053,0.002550002667427956,0.9363286085682739,0.525,-0.000698324022346361,0.004196802389750533,-0.16639430630610913,0.375
titanic_ball,3e-06,2.0,0.6930126404494382,0.6976825842696629,0.7002793296089385,0.7039106145251396,444.16543171998984,443.494108425021,0.0,0.004669943820224717,0.003708240111113979,1.2593423511677178,0.525,0.0036312849162011217,0.0061117905034283534,0.5941442060496324,0.475
titanic_ball,3e-06,5.0,0.6930126404494382,0.6964887640449439,0.7002793296089385,0.7043296089385475,444.16543171998984,442.9989156176063,0.0,0.003476123595505623,0.006596675584931675,0.5269508179917001,0.45,0.004050279329608944,0.01025052230303223,0.395129068536422,0.475
titanic_ball,1e-06,0.0,0.6193820224719101,0.6193820224719101,0.6310055865921788,0.6310055865921788,491.7370079841776,491.7370079841776,0.0,0.0,1e-300,0.0,0.0,0.0,1e-300,0.0,0.0
titanic_ball,1e-06,0.25,0.6193820224719101,0.6193469101123595,0.6310055865921788,0.6315642458100559,491.7370079841776,491.72386840062245,0.0,-3.511235955056258e-05,0.0007943229317239243,-0.04420413681669493,0.325,0.0005586592178770958,0.0009339592214698755,0.5981623234019486,0.2
titanic_ball,1e-06,1.0,0.6193820224719101,0.6171348314606742,0.6310055865921788,0.628072625698324,491.7370079841776,491.65653217010475,0.0,-0.0022471910112359466,0.002218307791191173,-1.0130203843485868,0.425,-0.0029329608938547455,0.0022806070540244273,-1.286043945483355,0.325
titanic_ball,1e-06,2.0,0.6193820224719101,0.614255617977528,0.6310055865921788,0.6247206703910615,491.7370079841776,491.626907510505,0.0,-0.005126404494382027,0.003346597491708508,-1.5318258341743065,0.45,-0.006284916201117314,0.003378040955991011,-1.8605210188381265,0.275
